topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Anpassung,0.14002849794792127,0.949425542950854,-0.10630822139743139,0.8333166994019389,174.0
Klima,-0.16722292558059992,0.8891093453803114,-0.07322791563816253,0.9403103052496802,230.0
Schule,0.3021541685798914,0.5965383496529229,0.31780543812204687,1.0041076268527642,11.0
Sommer,0.03658992916102101,1.0094302259005534,0.09632563993837667,1.0314803330262463,334.0
